GeneSymbol,GSM1498849,GSM1498850,GSM1498851,GSM1498852,GSM1498853,GSM1498854,GSM1498855,GSM1498856
NTRK2,8.296357633,7.5747411,7.515520667,8.245598267,6.825561967,6.794341067,7.447971667,7.438584333
NTRK3,5.1147716,7.118324833,7.0253753,5.043363367,4.7941287,4.672744533,8.394833167,8.40501
NTS,6.160153,7.1673994,7.0949993,6.2546215,8.381945,8.363027,8.068788,8.105743
NTSR1,3.633566,2.8993783,2.4315624,3.524501,4.0847597,4.190752,4.8495426,4.66774
NTSR2,4.7473993,3.6179807,3.1637285,4.6684575,3.8336945,3.5137599,5.3095493,5.0126405
NUAK1,3.571646,3.3856757,3.4283898,3.3838696,5.530003,5.678198,5.050789,5.210254
NUB1,9.535396,10.175266,10.256164,9.505558,9.206683,9.207956,9.7588415,9.721884
NUBPL,4.3258424,4.1492047,4.279107,3.6665986,3.7635477,3.934904,3.8885746,3.2396936
NUCB1,9.97921,9.859553,9.899552,9.9500885,10.668825,10.629071,10.064749,10.025167
NUCB2,15.871652,13.116507,13.1325035,15.871652,13.025079,13.026323,14.414576,14.454289
NUCKS1,14.733717,13.208892,13.221525,14.733717,11.815296,11.864777,12.664084,12.689459
NUDC,13.374046,13.244796,13.248041,13.365219,13.779098,13.777033,13.545732,13.517384
NUDCD1,6.6354995,6.87302015,6.81395915,6.6412755,7.3557635,7.327117,6.794998,6.867587
NUDCD2,6.523225,7.643012,7.585735,6.634398,7.4462905,7.442192,7.8658185,7.85969
NUDCD3,5.3619437,5.446922,5.3280554,5.499656,5.5382943,5.587016,5.111998,5.432918
NUDT1,8.523358,8.7120285,8.726216,8.51676,8.075864,8.045623,8.357324,8.346371
NUDT11,2.3671098,6.4214153,6.4659915,2.4148831,6.184934,6.0908895,7.995652,7.8978057
NUDT12,6.5170093,6.4765077,6.5259414,6.6525116,7.07137,7.070761,6.493993,6.472212
NUDT15,8.32115,8.707617,8.747932,8.296677,9.177977,9.169247,8.523358,8.530822
NUDT16,8.023888533,8.128381,8.114289667,8.011046,7.829139933,7.876481167,7.5790542,7.598920667
NUDT16L1,7.8463044,7.9078407,7.9111004,7.814191,8.021621,7.953592,7.722844,7.6239166
NUDT17,6.3391023,6.363953,6.2894263,6.2470536,5.9721794,6.048399,6.123989,5.9359407
NUDT18,7.091199,6.8995004,6.8153586,7.0051656,6.45539,6.479243,7.11755,7.098611
NUDT19,3.1506033,4.3893185,4.1377187,3.1317003,4.34419,4.539918,3.4693346,3.6395962
NUDT2,10.067585,10.120293,10.039534,10.064121,8.894281,8.891506,10.504149,10.497555
NUDT21,11.242523,11.917735,11.916127,11.241029,11.736251,11.719464,11.232693,11.259657
NUDT22,10.681481,10.627554,10.614041,10.695599,10.248182,10.233031,10.293561,10.283989
NUDT4,8.696194,8.50292,8.468673,8.687804,8.234388,8.2683325,7.2982354,7.358463
NUDT7,6.3561654,6.60247,6.5391946,6.239225,7.1508856,7.1047983,7.8201766,7.777901
NUDT8,6.8891516,6.4551487,6.4084654,6.9127984,6.1675396,6.3278885,5.8605247,5.9891324
NUDT9,8.4843855,9.1837855,9.1220765,8.5010735,9.89358425,9.884547,9.53610325,9.5563385
NUF2,7.0199847,7.794807,7.847149,7.0567503,7.154968,7.189233,7.3834677,7.449462
NUFIP1,9.636443,9.599282,9.623534,9.6296835,9.393322,9.341443,9.228718,9.22973
NUFIP2,7.8324814,8.409328,8.371392,7.904453,9.536022,9.542252,8.056041,8.051355
NUMA1,5.767612,4.430582,4.432092,5.4063797,5.235348,5.3546395,4.8498297,4.583354
NUMB,8.126452833,8.391893333,8.399183667,8.1044172,7.845235233,7.820590333,7.560483667,7.53242
NUMBL,11.973167,12.129457,12.109984,11.963222,10.807306,10.816894,11.171478,11.134076
NUP107,10.466109,10.38437,10.406624,10.44589,10.656313,10.673455,10.885907,10.849054
NUP133,8.98449585,8.51927,8.5070054,9.04189085,7.70647235,7.72458675,8.068383,7.9331685
NUP153,7.35025,6.98401,7.002487,7.4424276,7.658909,7.646686,7.101403,7.038921
NUP155,3.50265625,4.752638,4.6160515,3.5684478,5.66967525,5.7575631,4.4155896,4.37543165
NUP160,9.577747,8.85949,8.889142,9.532497,10.154023,10.086217,10.207024,10.232692
NUP188,6.7028685,6.2543306,6.1481295,6.715549,6.241855,6.2119923,5.3840637,5.3684773
NUP205,2.3671098,4.3529487,4.1840262,3.4993148,5.660968,5.6824064,3.6901937,3.9659338
NUP210,6.1648736,6.2888546,6.3680334,6.024749,5.850552,5.8129954,5.3900924,5.44077
NUP210L,5.5864706,4.9124656,4.652392,5.606961,4.780096,4.286182,3.2986643,3.5760856
NUP35,8.813327,9.642319,9.63305,8.792737,10.0027075,10.038524,9.869957,9.803736
NUP37,11.858371,11.911326,11.907083,11.845755,11.819569,11.806589,11.965135,11.969653
NUP42,6.9588113,7.306115,7.28061,6.860532,7.125973,6.9923797,7.585847,7.6199493
NUP43,6.308762,6.08676,6.18046,6.370586,6.297298,6.2888546,6.5279384,6.6074624
NUP50,7.104532,9.0723123,9.0944575,7.194083,9.26259685,9.24431875,8.8407665,8.86041235
NUP54,8.977535,9.243685,9.31571,9.039223,10.137311,10.18382,9.975892,9.977162
NUP58,5.1363044,5.3803062,5.6139632,5.0985682,6.19305215,6.2518395,5.9738295,5.98236655
NUP62CL,5.4169283,5.3351016,5.6962624,5.4851,6.0684643,6.0476227,5.081773,4.820893
NUP85,9.0703945,7.6262393,7.465637,9.093338,8.494426,8.452871,7.8667436,7.797262
NUP93,5.6423035,5.72085,5.8704176,5.70913,7.270863,7.2773094,5.943864,5.936921
NUP98,6.78219735,6.870697075,6.823273225,6.912206075,7.84464225,7.85855555,6.637319075,6.617200625
NUPR1,8.9438005,11.961597,11.921552,8.91624125,10.595351,10.59309675,12.6228995,12.6257545
NUS1,9.313488,8.727633,8.729772,9.301024,8.118828,8.092187,9.069467,9.079062
NUTM1,2.857706,3.2879002,2.4315624,2.4148831,3.6745656,3.4774547,4.546517,4.8282166
NUTM2D,8.08453,8.90921,8.947915,8.150521,8.650663,8.662812,9.173921,9.18522
NVL,5.80383265,4.90743365,5.0174246,5.8748933,6.1798435,5.891565,5.86158335,5.75543235
NWD1,8.9692,6.346506,6.150641,8.949613,4.9392605,4.7664537,6.400586,6.313143
NWD2,4.497238,3.8524299,4.0499716,4.5776615,4.1193466,4.0523844,4.243046,3.7633502
NXF1,8.8328088,8.0598693,7.9359045,8.879566,7.7399007,7.726481,8.217881,8.03957815
NXF3,7.462492,4.2093773,3.9876673,7.4964647,4.7324085,4.7738943,4.828608,4.542125
NXN,6.9863205,6.5139008,6.5799794,6.7850847,5.7256465,5.5215344,6.196023,6.1663346
NXNL2,4.216719,7.075772,7.1000385,4.600051,6.402598,6.2853603,6.3392973,6.388961
NXPE2,3.9282029,7.2070184,7.177491,3.7669632,3.6028187,3.4080346,4.777379,4.6275325
NXPE3,6.222601,7.5175624,7.513102,6.1466093,7.1712065,7.0948825,8.094101,8.037712
NXPH4,5.254338,5.506379,5.305489,5.3141685,5.7260847,5.6474547,4.8621955,4.3661566
NXT1,10.724329,10.550181,10.517249,10.744589,10.57555,10.544761,10.666956,10.694745
NXT2,5.6808815,5.2808785,5.44538,5.8994446,4.873056,4.7637916,4.4958935,4.7508464
NYAP1,5.714817,5.586611,5.484722,5.8710423,4.114544,3.819067,4.832019,4.422281
NYAP2,5.5561047,4.6946316,4.619762,5.333616,4.269736,4.444506,4.622663,4.748411
NYNRIN,2.9659019,3.9237976,4.363188,3.826557,4.4309673,4.4927773,3.2082973,3.2290096
NYX,5.42173,5.6829624,5.8184376,5.072983,6.498387,6.554367,7.6420584,7.6807027
OAF,8.5106945,8.54388,8.495698,8.415752,8.928382,8.931507,8.780855,8.773954
OARD1,8.957621,9.514961,9.577101,8.9744425,8.775418,8.791647,9.191222,9.174823
OASL,7.6266589,8.450598,8.401305,7.6161155,9.156913,9.1731025,8.1886115,8.14471975
OAT,9.95723575,8.2756223,8.320031,9.95583675,9.5204785,9.5246405,9.973482,9.981944
OAZ2,9.200511,9.80684,9.8579445,9.1614895,9.826542,9.83773,10.367672,10.344233
OBI1,7.968731,7.582645,7.5134797,7.925212,7.6005254,7.576563,7.256119,7.341295
OBSCN,5.96158455,7.22255975,7.1640198,5.99365025,5.5382286,5.6722828,5.76267055,5.52872195
OBSL1,8.8186534,7.4617095,7.4586902,8.8658787,6.85954525,6.99548285,9.1103185,9.1468137
OCA2,6.0936522,6.515811,6.457494,6.069335,6.3167996,6.331217,6.7192354,6.6529937
OCEL1,11.78597,11.474428,11.473025,11.756968,11.316362,11.313796,10.442248,10.462535
OCIAD1,11.3363645,11.53783525,11.5251215,11.3176235,12.0749885,12.0796225,12.1117465,12.112799
OCIAD2,14.94346,14.94374175,14.9538575,14.9418125,15.551458,15.601703,14.4823415,14.495587
OCLN,7.15749535,9.692127,9.685243,7.14181115,10.8735845,10.8858425,7.08909165,7.03392555
OCM2,6.229336,4.9519897,5.074265,6.312866,2.7380857,2.5000393,5.487186,5.9146085
OCRL,6.74640415,6.9738613,7.0437513,6.720978,7.49971975,7.43833535,6.997998,7.01980185
OCSTAMP,3.286089,2.8876116,2.4315624,3.2148151,3.5916944,3.6313062,3.6588547,3.4998922
ODAPH,4.05267265,4.68633675,4.7365533,3.8231085,6.12183765,6.1909207,5.01827635,4.85213005
ODC1,10.222587,11.100201,11.123254,10.186293,14.118904,14.127356,11.5305805,11.525007
ODF2,9.10837,9.044931,9.065047,9.077604,8.888726,8.88545,8.7527275,8.7270975
ODF2L,7.728460733,10.08731733,10.0621725,7.795825333,8.667101333,8.6625361,10.594331,10.582871
ODF3B,9.147145,9.016141,9.034496,9.130237,8.75593,8.754675,8.476514,8.492898
ODF3L1,4.148141,5.4041514,5.181917,4.4153275,6.359469,6.326397,5.460389,5.3364983
ODF3L2,6.9770875,7.454356,7.478292,6.992974,7.4087324,7.3953123,7.615701,7.6200833
ODF4,4.8946714,5.1360207,4.8963923,4.4623647,4.9028487,4.847577,4.0762243,4.2273326
ODR4,7.3211101,7.92018175,7.937753875,7.31049715,8.040982975,8.037925125,7.344032275,7.409127575
OFD1,9.80979275,9.9449515,9.930907,9.787144,9.5932695,9.5913495,9.8613975,9.833103
OGA,7.6727414,7.055605233,7.024108667,7.693544933,7.619102333,7.583871767,7.520653333,7.4863329
OGDH,6.1401633,6.457137133,6.2651642,6.238210233,7.003570833,7.043578133,6.147810667,6.053301167
OGDHL,4.300785367,4.368239133,4.3156219,4.611292633,4.4804708,4.362874867,4.171424233,4.124444767
OGFOD3,9.372313,9.0187015,9.0102435,9.359938,9.086679,9.1042835,9.041445,9.0592635
OGG1,7.336333513,7.150107275,7.13668315,7.309730788,6.852418913,6.859917275,7.303835213,7.279593375
OGT,3.5084298,3.0014171,3.64459475,3.5934231,4.722642,4.639448,4.1459199,4.04162385
OIT3,4.478298,5.7923927,5.7811174,4.2273326,4.6759114,4.746896,6.3666563,6.4245234
OLA1,11.0902665,11.168485,11.148941,11.0882075,10.8750075,10.847643,11.24422,11.226192
OLAH,9.938481,9.917706,9.932516,9.968533,9.691842,9.691464,10.100189,10.114499
OLFM1,6.4178565,6.5698863,6.47582025,6.340736,6.4768985,6.5019027,8.6678887,8.6946645
OLFM2,5.749284,5.384547,5.234731,5.6981945,5.502718,5.582665,5.8065405,5.5320473
OLFM4,11.769334,11.92733,11.849832,11.841595,7.856272,7.840891,10.741478,10.775956
OLFML2A,4.856183,5.291496,5.632493,4.9743237,4.6163783,4.6454573,4.9175406,5.009142
OLFML2B,4.115512,5.0871086,5.299489,4.36164,5.1471124,5.2249584,7.2156925,7.314554
OLFML3,3.7655327,5.680535,5.7951655,4.188853,6.71591,6.6829677,8.593077,8.579965
OLR1,5.055852867,6.3163149,6.280719933,4.7290197,5.635105567,5.537178167,5.3339609,5.414215233
ONECUT2,4.487832,4.6488,4.544958,4.861314,3.7417688,3.8124115,3.281909,3.266381
OOEP,3.1428032,2.866977,2.4315624,3.3820858,3.9646266,4.0970597,4.1010094,4.371727
OOSP4B,5.4393206,5.394438,5.41792,5.6125703,5.2323437,5.2247543,5.513199,5.366976
OPA1,3.8699925,4.800384,4.775556,3.1641114,7.757348,7.81763,6.8070207,6.7692814
OPA3,4.89972,5.1755614,5.20815935,4.9826972,5.771662,5.66447065,4.4718477,4.40361225
OPALIN,6.843508567,6.607825367,6.691837,6.896121,6.600776167,6.587086167,6.1235264,6.140087267
OPCML,5.077683,4.5851474,5.011185,4.768365,4.401584,4.312219,4.205626,4.109686
OPHN1,5.5739903,5.2899084,4.9425087,5.4731064,4.78028,4.92386,5.0228477,4.9183655
OPN1LW,6.695838,6.9005265,6.9807224,6.6125183,6.0989637,6.1214814,6.2947636,6.2732882
OPN3,7.712164,9.3035555,9.330353,7.6695113,8.512655,8.515638,8.076239,8.026168
OPN4,5.443727,5.34815465,5.347416,5.4607511,4.7124793,4.71219075,5.656485,5.54724455
OPN5,6.8996644,6.716975,6.6986284,6.9052277,5.9504943,5.9305835,7.1610875,7.147484
OPRD1,5.213689,5.3232594,5.0628176,5.176206,5.219046,5.1268344,4.2852283,4.6221867
OPRM1,6.360284513,6.095128538,6.166566413,6.366314738,6.059465775,6.014895425,5.890504963,5.898962913
OPRPN,7.361609,6.572627,6.5405087,7.3807883,6.1778536,6.304552,7.2524395,7.1492834
OPTC,6.3034105,6.391901,6.4557486,6.2548947,6.137617,6.243178,6.467149,6.54551
OPTN,6.386947,6.6349535,6.6572146,6.377091,6.272255,6.4162154,7.148363,7.0406094
OR10A6,6.217507,5.4577875,5.472536,5.9825487,5.7230864,5.760693,5.6641846,5.9088154
OR10G3,5.903268,5.9429855,5.895767,5.8031,5.9427958,6.0660686,5.6934595,5.8511443
OR10H3,4.334609,4.2987437,4.327603,4.735812,4.467954,4.558216,4.401584,4.301548
OR10H4,4.973836,3.9099777,4.1733003,4.689245,4.271474,4.755929,4.321502,4.4118953
OR10H5,4.1255684,4.4241533,3.5022762,3.592187,4.512376,4.5597687,4.0489078,3.8101416
OR10J5,4.7935967,4.526247,4.5251236,4.9284544,4.75493,4.7627735,4.2987437,3.7180667
OR10K1,5.282048,4.8693027,4.976934,5.182166,4.9577,4.9577,3.5944576,3.6506824
OR10K2,5.1200128,3.571487,3.5041947,4.8499093,3.985814,4.1683326,4.2147374,4.1216755
OR10P1,8.256282,7.9802003,7.9641943,8.253209,7.855808,7.941564,7.222233,7.2884197
OR11H12,3.8181167,4.461872,4.310358,4.240944,4.8748965,4.9492025,3.9231217,3.703221
OR11H6,2.3671098,3.9591067,4.2535863,3.1436973,3.2303648,3.283093,3.7951999,4.0116067
OR13C5,4.857814,4.4198775,4.36038,4.7462482,4.9243846,4.7387404,4.037429,4.0411057
OR13C9,3.4055276,2.8709471,3.463442,2.4148831,2.32205,2.322106,5.076512,4.9660254
OR13J1,3.7301362,3.3463457,3.3171942,3.2569952,3.217529,3.5620635,3.7783253,3.9546287
OR14A16,4.3143644,3.7986188,2.4315624,4.020008,3.8195076,3.567372,4.239922,4.165653
OR14C36,9.495016,8.293488,8.340342,9.506722,8.721536,8.752559,7.9908547,7.9854727
OR1A1,4.7445235,3.502381,4.4079514,4.4989877,4.769105,4.5907,4.386811,4.437519
OR1A2,5.7747307,6.192342,6.063302,5.801185,5.667866,5.7485785,5.023119,5.3251905
OR1D2,5.2545714,4.5551076,4.360614,5.2994113,2.818267,3.21586,4.670765,4.661307
OR1D5,10.43228,9.668622,9.657762,10.428565,9.65088,9.685453,9.182306,9.227533
OR1E1,3.8592048,4.829571,4.780719,3.791274,3.5726988,3.7849243,3.2295022,3.319891
OR1E2,4.289439,4.699486,4.4890056,4.4749455,3.84574,3.7997868,3.876891,3.8646126
OR1G1,4.921867,5.257402,5.00861,4.5783534,4.6094074,4.2551227,4.371393,4.2925577
OR1I1,5.0754137,5.455821,5.2938066,5.3552375,5.08477,4.9844627,4.591339,4.3744087
OR1M1,4.327446,4.176266,4.2084064,4.3731565,4.999576,5.014766,5.193866,4.8928976
OR2A14,5.7917547,4.539049,4.739362,5.651223,4.7020903,4.5658956,5.6673107,5.6501875
OR2A2,7.5954127,7.1153655,7.1617713,7.493388,7.0521173,7.101403,8.631795,8.635127
OR2A5,2.3671098,2.4042,2.4315624,2.4148831,2.855753,2.781078,3.7417688,3.8633065
OR2AE1,5.264875,3.7638018,3.0327387,5.358329,3.3856757,3.165626,3.4230514,3.4009755
OR2AG1,6.462586,5.652763,5.787659,6.428222,5.7885914,5.748897,4.907735,4.6103253
OR2AG2,7.6939697,8.688995,8.648761,7.623361,7.364218,7.3983254,8.895786,8.9488735
OR2B11,10.123569,9.905455,9.932895,10.135708,8.9944515,8.974153,8.861448,8.870662
OR2B2,6.0947247,6.277117,6.271582,6.213146,5.7026496,5.818155,5.551154,5.698033
OR2B3,3.488049,3.596645,2.4315624,2.4148831,2.32205,2.322106,3.9772384,3.8736658
OR2B6,8.089769,5.735011,5.550834,8.10227,7.933046,7.929145,6.0102725,5.9595065
OR2C1,5.1877165,5.5562053,5.5551214,5.2623453,4.970998,5.077283,4.7787995,4.5211897
OR2F1,6.1239568,5.783677767,5.826288,6.1195105,5.5473603,5.601807467,5.2816081,5.285332167
OR2F2,5.296613,5.6837764,5.7092333,5.353622,6.404188,6.4326577,6.6562047,6.561096
OR2G6,6.9959435,6.6175017,6.6620965,6.9085436,6.2061214,6.2385025,7.000147,7.0548153
OR2J2,3.2326143,3.6070602,3.465423,3.1598065,2.32205,2.322106,4.4550877,4.6149383
OR2J3,4.672536,3.1388934,2.4315624,4.797427,2.636011,2.7245975,3.68637,3.3295708
OR2L13,11.094955,10.74356,10.721849,11.109111,10.007897,9.993608,10.012268,9.994905
OR2L2,5.1764574,4.325038,4.426038,5.1957793,4.5795045,4.4846435,4.4363694,4.563867
OR2L3,6.629465,4.9645886,5.018199,7.986161,5.562088,5.472735,4.137064,4.056693
OR2M3,3.5631297,4.9091253,4.6210685,4.563867,5.2621818,5.160593,5.084021,4.9862146
OR2M5,3.7538822,4.2660046,4.0945387,4.501894,4.2448173,4.26962,3.9722571,3.8672693
OR2S2,6.9953895,6.903845,6.9620113,7.10276,6.653142,6.585303,6.482506,6.6440496
OR2T1,7.9493256,7.9673157,8.063197,7.960209,8.34951,8.355214,8.106341,8.1590605
OR2T12,7.7707396,5.90187,5.500886,7.755447,6.019261,6.092863,6.47099,6.652349
OR2T33,6.7093525,6.533946,6.5179777,6.820527,5.6102676,5.669434,5.819292,5.7896543
OR2T4,4.951799,4.964953,5.2031465,4.915919,5.315955,5.3603287,5.3070226,5.3818283
OR2T6,7.7519064,7.59796,7.630017,7.77728,8.206077,8.2166,8.173679,8.194325
OR2T8,5.3375287,4.9345603,4.9846973,5.0875874,3.4701803,3.6401224,5.5898423,5.7143745
OR2V1,5.419989,5.406059,5.2560678,5.407322,5.2864985,5.4018717,3.9876673,3.8970397
OR2V2,8.706796,8.386661,8.361799,8.711763,8.668028,8.636607,7.3074193,7.3489914
OR2W3,4.5049114,5.3568883,5.1901603,4.4546165,5.2518234,5.362139,5.4632497,5.373672
OR2Y1,4.189456,3.1288254,3.2059639,4.2862997,3.6299212,3.556258,3.0669827,2.6915636
OR2Z1,2.8373988,5.2163305,5.262618,3.4660604,2.32205,2.322106,3.1924303,3.4990416
OR3A2,4.4244385,4.49535755,4.43891525,4.2710608,4.1497837,3.9841751,4.38822135,4.10854335
OR3A3,9.668274,8.469197,8.411237,9.655912,7.7505317,7.8526974,8.0146,8.047033
OR4A16,5.4982576,5.120736,4.9775987,5.5113564,4.4826794,4.4187756,5.3418984,5.4067354
OR4A5,3.6473184,4.1791534,4.1482205,4.252358,4.5933723,4.476638,3.8145525,3.3452733
OR4D10,3.6965003,3.6399586,3.9464254,3.0160894,3.9557655,4.0480685,4.628837,4.1472936
OR4D11,5.8237834,5.837207,5.793327,5.8220053,5.801536,5.795739,6.3514886,6.370734
OR4D2,6.391778,6.3207617,6.3173532,6.456507,5.9393954,6.0787497,5.9799404,5.9506197
OR4D5,5.764338,5.352915,5.266327,5.824775,5.458669,5.379089,3.6437767,3.9243214
OR4D6,10.045073,9.22946,9.2607975,10.023764,9.006377,9.018506,7.820911,7.8999653
OR4K1,6.249881,5.9212737,5.9677887,6.119463,6.083416,6.1328917,5.682083,5.5851774
OR4K17,3.5558476,4.282941,4.0037313,2.4148831,3.7562413,4.001514,4.1366735,4.099692
OR51D1,3.8376555,2.4042,2.4315624,4.548358,2.521895,2.4210527,2.3274074,2.3443875
OR51E1,13.607678,12.772046,12.763143,13.607678,11.130694,11.141037,12.1137295,12.159325
OR51E2,4.7953334,4.4409385,4.441306,5.1650915,5.1061735,5.4467783,5.2150636,4.9926286
OR51L1,5.451336,3.8948529,3.9930477,5.545668,5.6067023,5.564265,5.2004323,5.0732017
OR52I1,6.7621784,6.005438,6.2697716,6.6799984,6.1234426,6.1445837,5.617653,5.674692
OR52I2,5.2770615,4.60023,4.545625,5.2645817,4.863452,4.6050515,3.6463478,4.133641
OR52L1,5.493469,5.269923,5.463317,5.609391,5.5432405,5.821877,5.193529,5.103506
OR52M1,4.531747,3.7501504,3.908011,4.381505,4.22475,4.160268,4.2095447,3.9443042
OR52W1,6.0050554,5.6500306,5.507793,6.1833386,4.0696626,3.907753,6.658084,6.6258683
OR56A1,6.615209,6.705131,6.68737,6.554367,5.914215,5.924441,7.5069985,7.483784
OR56A4,4.3057504,4.146926,4.400262,4.4348545,4.145214,4.4716716,2.9902968,2.7094145
OR56A5,5.6553526,5.726744,5.7808075,5.561408,6.2198915,6.249881,6.305943,6.2484264
OR5A1,5.441591,4.841558,5.22582,5.1825852,5.544132,5.5477405,5.110526,5.3889346
OR5AC2,2.3671098,2.4042,2.4315624,2.4148831,3.8872952,3.7417688,3.2543094,3.2925205
OR5AP2,6.711681,6.3013625,6.1156,6.6146173,6.5087276,6.6046243,6.036642,6.106711
OR5AS1,3.453589,4.980882,5.066553,3.7403207,4.9193482,4.887372,3.8894725,3.4428625
OR5B21,5.89302,5.1263704,5.0278363,6.0636787,5.116998,4.9452176,4.8858624,4.7658095
OR5B3,4.486739,5.2436666,5.117642,3.8860393,5.3050437,5.3510427,5.411122,5.55689
OR5C1,8.487183,8.078105,8.091852,8.487799,8.212248,8.2274685,7.3580174,7.3729734
OR5D14,4.0026383,3.9839654,3.7040718,3.471613,4.0499716,4.1540747,3.526914,3.3837094
OR5D16,2.3671098,3.081842,2.4315624,2.4148831,3.8994322,3.7677312,3.2680519,3.029144
OR5D18,2.8329632,2.4042,2.4315624,3.289663,2.7880592,2.4974241,2.3274074,2.9697387
OR5F1,5.148844,4.9383984,5.098254,5.2281466,5.0896525,5.013324,4.676912,4.6665044
OR5H14,6.992804,7.0595965,7.060322,6.944024,5.7542644,5.640202,6.5272884,6.434365
OR5H15,2.7770185,3.5290685,3.8414352,2.4148831,2.789641,2.462411,4.128296,4.325038
OR5M11,4.402073,2.4042,2.4315624,4.215395,4.875135,5.0346365,2.3274074,2.3443875
OR5M8,3.6906776,3.4679313,3.9410067,3.9141035,3.512609,3.5576963,2.599589,2.5071874
OR5T2,4.6180105,5.596257,5.771313,4.6847973,4.313419,4.4056783,6.360339,6.4131136
OR5T3,4.3701396,2.4042,2.4315624,4.5370235,3.742137,3.7983222,3.596227,3.7379048
OR5V1,4.1941414,4.1563888,4.1765537,3.7536168,4.478212,4.3655906,2.720029,3.172531
OR5W2,5.363747,4.8760886,5.246529,5.091853,5.0005083,4.8778663,4.5936427,4.702193
OR6A2,3.6292362,3.387454,4.0362034,4.176266,4.321175,4.033724,4.292443,3.8973026
OR6B2,3.4552789,4.0789113,4.271474,3.502492,3.2979996,3.3177657,4.997245,5.471693
OR6C74,7.6663475,7.3614264,7.4456325,7.616641,7.2353506,7.20675,7.2690654,7.3562083
OR6K2,7.0030394,6.522164,6.651316,6.95307,6.804763,6.739393,7.003591,7.010734
OR6K3,3.7133834,4.0529685,4.435974,4.490309,4.1694946,4.043484,3.7435486,3.4336677
OR6N1,3.980061,4.1579714,4.545246,3.5209055,4.6302657,4.484101,4.5912056,4.517538
OR6P1,5.3760214,4.810087,4.9098186,5.633654,3.86403,4.207256,5.816506,5.9512515
OR6T1,3.6682978,3.7537758,3.4312952,3.8038337,3.941304,4.079244,4.2619467,3.70904
OR6V1,4.5088596,4.276637,4.260748,4.4680877,5.1248775,5.1013803,3.607932,3.6740718
OR6Y1,4.6211834,4.295487,4.154583,4.461716,3.5593865,3.5198138,4.1091847,3.5392048
OR7A10,7.3350897,6.678794,6.7769837,7.2775154,6.121375,6.06315,7.4877234,7.493049
OR7A17,6.426608,5.014356,5.2547297,6.487043,5.243332,5.305489,4.868984,4.807623
OR7C2,7.7129183,7.283795,7.2367167,7.7029896,7.817513,7.817891,7.052548,7.080764
OR7D2,3.9753618,5.2512045,5.177514,3.856944,4.1750994,4.1685233,2.6121776,3.8496892
OR7D4,5.361178,5.427018,5.6075315,5.4284678,5.2623453,5.1349645,5.1045413,4.9563084
OR7E24,7.5513215,7.084674,7.0126505,7.5166106,6.844927,6.844147,5.972932,5.9190607
OR7G2,6.8153586,6.7285314,6.609345,6.831711,6.808311,6.7530346,6.7850847,6.803007
OR8A1,5.0375824,4.3832397,4.095509,5.2117367,2.9176326,2.794551,4.782597,4.6402273
OR8B12,10.382865,9.345586,9.306545,10.403611,9.965164,9.978544,9.686455,9.681846
OR8B2,6.424259,6.531004,6.588607,6.371033,6.737312,6.7760644,6.4156466,6.556847
OR8B3,5.5814414,5.5941553,5.623834,5.766956,6.157838,6.1480374,5.8999414,5.678761
OR8D4,2.3671098,2.4042,2.4315624,2.4148831,2.32205,2.322106,2.3274074,2.3443875
OR8G5,6.53757425,6.4956331,6.2323217,6.54619265,6.4103484,6.2861041,8.18392365,8.12066465
OR8H1,4.992129,5.1392856,4.8907323,5.0208116,4.1844125,4.2946806,3.917375,4.1054926
OR8H2,7.4018917,7.3550067,7.349212,7.477817,7.376328,7.4110146,7.2857313,7.1822104
OR8H3,7.8436704,7.5389004,7.5845513,7.847882,7.1276073,7.209139,7.555397,7.605063
OR8I2,4.279207,3.9912274,4.011891,3.4808686,4.453125,4.3908086,3.286089,3.376287
OR8J1,2.3671098,3.7707887,2.9849958,2.4148831,4.169645,4.147426,3.3826125,2.948792
OR9A2,3.72409,2.4042,2.4315624,3.8498192,2.436863,2.4672413,3.2011127,2.5549657
OR9G1,6.9152184,6.4989977,6.474933,6.765814,6.76063,6.784531,6.473572,6.3956428
OR9G4,4.521773,3.8764956,4.1462765,4.798719,3.642101,3.6489568,3.5576963,4.0369806
OR9Q1,6.142435,5.513491,5.3089213,6.008924,5.150435,5.135506,4.5057893,4.652148
OR9Q2,7.237974,7.2295456,7.189233,7.2688556,7.154247,7.1664805,6.7843423,6.854606
ORAI1,9.795909,8.501436,8.542746,9.779218,9.093752,9.126865,8.656253,8.643136
ORC1,6.2492037,6.2532716,6.1994643,6.185799,6.0726585,6.069023,5.1708627,5.0182776
ORC2,9.585992,9.6817435,9.685651,9.602847,9.7951435,9.80354,9.3283645,9.3117505
ORC3,7.04484475,7.44450285,7.480648,6.9741435,8.17389215,8.165515,8.6827505,8.6679995
ORC4,7.046412867,7.279914133,7.256077433,6.912991867,7.318685667,7.3320546,7.2595403,7.211972233
ORC5,7.1620007,8.2347492,8.26138625,7.396172,7.813673,7.806287,7.93897,7.96746775
ORC6,6.2403164,6.5210445,6.57347315,6.269482,6.66624935,6.66689615,6.37084285,6.37983255
ORM1,10.851962,5.728064,5.9851203,10.851015,5.652626,5.5935664,5.337187,5.436063
ORM2,9.779905,7.0951858,7.573968,9.825721,5.8624477,5.7203,4.906984,5.0243044
ORMDL1,10.393411,10.389274,10.399511,10.407198,11.142085,11.123774,11.491353,11.504892
